Event Name,Date,Price,Daily Return (%),7‑day Volatility,Volatility Multiple,Percentile Rank (%),Post‑10d Volatility Change (%),Recovery Days
Trump_Assassination,2024-07-13,0.595,-0.8333333333333304,2.843181965107324,1.1924704872886855,51.79153094462541,95.14064741009541,1
Max_Gain,2024-01-08,0.475,17.28395061728394,10.629130568129447,4.458006790836525,0.9771986970684038,-40.576395410842366,1
Max_Loss,2024-01-05,0.5,-18.999999999999996,10.629130568129447,4.458006790836525,0.6514657980456027,-15.434351433687713,N/A
Max_Volatility,2024-01-05,0.5,-18.999999999999996,10.629130568129447,4.458006790836525,0.6514657980456027,-15.434351433687713,N/A
