事件名称,日期,价格,日收益率(%),7日波动率,波动率倍数,百分位排名(%),是否异常,异常原因
川普遇刺日,2024-07-13,0.595,-0.8333333333333304,2.843181965107324,1.1924704872886855,51.79153094462541,否,
最大涨幅日,2024-01-08,0.475,17.28395061728394,10.629130568129447,4.458006790836525,0.9771986970684038,是,"2σ,3倍波动率,前10%"
最大跌幅日,2024-01-05,0.5,-18.999999999999996,10.629130568129447,4.458006790836525,0.6514657980456027,是,"2σ,3倍波动率,前10%"
最大波动日,2024-01-05,0.5,-18.999999999999996,10.629130568129447,4.458006790836525,0.6514657980456027,是,"2σ,3倍波动率,前10%"
