date,price,daily_return_pct,rolling_volatility_7d,abs_daily_return,is_anomaly,anomaly_reason
2024-03-12,0.31,31.91489361702129,18.794840995953553,31.91489361702129,True,top_10%
2024-03-13,0.295,-4.838709677419361,18.799310430732397,4.838709677419361,False,
2024-03-14,0.275,-6.779661016949145,18.61594037681191,6.779661016949145,False,
2024-03-15,0.265,-3.6363636363636376,18.60144709608808,3.6363636363636376,False,
2024-03-16,0.255,-3.7735849056603765,18.582910890957343,3.7735849056603765,False,
2024-03-17,0.275,7.843137254901977,19.042645919281007,7.843137254901977,False,
2024-03-18,0.32,16.36363636363636,14.422923506794394,16.36363636363636,False,
2024-03-19,0.32,0.0,8.389402865092054,0.0,False,
2024-03-20,0.245,-23.4375,12.425091180623179,23.4375,False,
2024-03-21,0.165,-32.65306122448979,17.08661363997293,32.65306122448979,True,top_10%
2024-03-22,0.21,27.27272727272727,21.184981410970753,27.27272727272727,True,top_10%
2024-03-23,0.22,4.761904761904767,21.25753337014694,4.761904761904767,False,
2024-03-24,0.195,-11.363636363636365,21.319167974850338,11.363636363636365,False,
2024-03-25,0.2,2.564102564102577,19.84738194882216,2.564102564102577,False,
2024-03-26,0.255,27.499999999999993,23.34479161538356,27.499999999999993,True,top_10%
2024-03-27,0.25,-1.9607843137254943,21.179288226718395,1.9607843137254943,False,
2024-03-28,0.195,-21.999999999999996,18.4565697055611,21.999999999999996,False,
2024-03-29,0.185,-5.128205128205132,15.406995502583445,5.128205128205132,False,
2024-03-30,0.205,10.81081081081081,15.93187670184815,10.81081081081081,False,
2024-03-31,0.205,0.0,15.132731714654573,0.0,False,
2024-04-01,0.205,0.0,15.138900982382296,0.0,False,
2024-04-02,0.185,-9.756097560975608,10.115366656682893,9.756097560975608,False,
2024-04-03,0.185,0.0,10.208129260746004,0.0,False,
2024-04-04,0.185,0.0,6.271404431492476,0.0,False,
2024-04-05,0.185,0.0,5.942728790406186,0.0,False,
2024-04-06,0.155,-16.216216216216218,6.60531653289971,16.216216216216218,False,
2024-04-07,0.145,-6.451612903225811,6.449588207465402,6.451612903225811,False,
2024-04-08,0.155,6.896551724137945,7.683753774672585,6.896551724137945,False,
2024-04-09,0.155,0.0,7.2642743403777175,0.0,False,
2024-04-10,0.18,16.129032258064502,10.101805124268095,16.129032258064502,False,
2024-04-11,0.195,8.333333333333348,10.574740444755273,8.333333333333348,False,
2024-04-12,0.185,-5.128205128205132,10.849167164701852,5.128205128205132,False,
2024-04-13,0.185,0.0,8.053848047611327,0.0,False,
2024-04-14,0.185,0.0,7.131598056024276,0.0,False,
2024-04-15,0.175,-5.405405405405405,7.717850263171951,5.405405405405405,False,
2024-04-16,0.175,0.0,7.717850263171951,0.0,False,
2024-04-17,0.175,0.0,4.551002399757663,0.0,False,
2024-04-18,0.175,0.0,2.5711833349570514,0.0,False,
2024-04-19,0.125,-28.57142857142857,10.650720208571942,28.57142857142857,True,top_10%
2024-04-20,0.115,-7.9999999999999964,10.470775630460297,7.9999999999999964,False,
2024-04-21,0.115,0.0,10.470775630460297,0.0,False,
2024-04-22,0.105,-8.695652173913048,10.51357136796258,8.695652173913048,False,
2024-04-23,0.105,0.0,10.51357136796258,0.0,False,
2024-04-24,0.155,47.61904761904763,23.175865117789247,47.61904761904763,True,top_10%
2024-04-25,0.15,-3.2258064516129115,23.215696326923123,3.2258064516129115,False,
2024-04-26,0.125,-16.666666666666664,21.126557664764395,16.666666666666664,False,
