volatility_autocorr,event_recovery_days,monthly_volatility
0.9272561504311448,1,"{1: 5.295805469673848, 2: 1.1623729613713987, 3: 0.915725758648065, 4: 1.255041388430776, 5: 2.504599296312073, 6: 1.4051924124184467, 7: 3.949336357732791, 8: 2.8984240759920117, 9: 1.8519977379574446, 10: 2.648797599125418, 11: 3.2479451315605012}"
